Date,ID,Candidato,Text,Sentiment,Particip
13/04/24,1.61E+18,XG, Q. Ueno exponer la contrariedad del puebloo,0,0
13/04/24,3430997121,XG," HDP ridiculo y cinico, paga los escudos que pediste",0,0
13/04/24,175250463,XG," Democracia Si, Comunismo No XochitlGalvezPresidenta ",0,0
13/04/24,289009041,XG," Le quedan millones, suficientes para ser Presidenta. Desgraciadamente.",0,0
13/04/24,719401651,XG,Botarga estupida ,0,0
13/04/24,2361563633,XG, Xochitl Galvez para Presidente de Mexico Xochitl Galvez por un Mexico Digno ,2,0
13/04/24,1.56E+18,XG, Mientras el infeliz porro PANDILLERO se fotografia con la mama de un genocida narco...Nelson decidio una foto con la esperanza de Mexico. ,0,1
13/04/24,1.76E+18,XG, Por eso el de junio no te quedes en casa. Sal tempranito a votar. Siguela Siguela ,2,0
13/04/24,3242550140,XG," Este cabron ya esta viendo donde se ira a vivir, cuba o Venezuela y tu perra de que vas a vivir dentro de meses pasaras hambre HDP",0,0
13/04/24,1.49E+18,XG, MUY CIERTO,1,0
13/04/24,259100961,XG," Mas bien de la tuya, que con verguenza te acuerdas a diario, y la imagen de tus cientos de papas viste desfilar entre las piernas de tu jefa, por eso eres asi.",0,0
13/04/24,1.37E+18,XG, La pintorezcada de tu NarcoCandidataClaudia con su ,0,0
13/04/24,1.55E+18,XG," Claro que no, es muy ignorante, mentirosa, corrupta... Ocurrente. Pero sobretodo... Claramente se ve que ella es un titere de Claudio X Gonzalez y toda la mafia del poder... Los traidores de la patria.",0,0
13/04/24,956659106,XG, Y entonces ,1,0
13/04/24,857515633,XG," Mmn, a duras penas y Chochil puede poner en orden sus ideas",0,0
13/04/24,1.73E+18,XG, Mejor perro con sarna..,1,0
13/04/24,1.52E+18,XG, Chidooo Xochitl proyecta sentimientos positivos .. la otra no ,2,0
13/04/24,1.59E+18,XG," Tanto rollo para que cada uno de nosotros hagamos lo que a bien se nos de la gana. Lo que digas de que morena no es mejor que los arrastrados pripanprdistas eso ya dejanoslo a nosotros, no quieras insultar creyendo que somos ignorantes de lo que han hecho en contra del pais...",0,0
13/04/24,3295682341,XG, Te amo Eternamente... ,2,0
13/04/24,531613103,XG, Pero esta en el equipo de ,1,0
13/04/24,1.64E+18,XG, Mi voto es para Xochitl. Saludos desde Ecatepec Edomex.,2,1
14/04/24,1.65E+18,XG, Y LA TUYA RATA CORRUPTA Y SINVERGUENZA ,0,0
14/04/24,1.72E+18,XG, Que se puede esperar de una chica fifi en un elevador pero bueno nos sabes que unos no tienen la oportunidad de trabajar o no pueden por ser de la tercera edad o discapacitados pero bueno,0,0
14/04/24,1.57E+18,XG, Te estas cagando de miedoVerdad huevon,0,0
14/04/24,241262103,XG," No se si es el mejor video de campana chica, te ves cansada, desesperada y triste ",0,0
14/04/24,1.65E+18,XG," Militares en campana de Claudia, Eso no son desvios de Recursos, no es intromision del gobierno, Y Xochitl tambien utiliza al ejercito NarcoCandidataClaudia ",0,0
14/04/24,8.21E+17,XG,X el bien de Mexico unamos fuerzas para sacar a Mexico adelante junto con ,2,0
14/04/24,472000020,XG," No se puede, se tuvo que inscribir hace mucho tiempo",0,0
14/04/24,66879201,XG, Pobre senora PENDJA Por unas cuantas monedas vende su dignidad XochitlGalvezPresidenta,0,0
14/04/24,28608099,XG,"LO MAS LEIDO Las empresas de son contratistas del desde que este tenia el caracter de federal, el ultimo contrato que obtuvieron fue en , confirmo la institucion en un comunicado ",1,0
14/04/24,1904834767,XG, Querida cambia tu estrategia y manda a chspm a Max. Ya te rebaso Maynez. Claudia ya tiene de intencion de voto y tu bajaste al ,0,1
14/04/24,1.19E+18,XG, Por poquito te creo ,1,0
14/04/24,1.58E+18,XG," TODO LO QUE MENCIONAS FUE ABANDONADO POR TU PRIAN DESDE HACE ANOS, NO TE HAGAS ",0,0
14/04/24,155816253,XG, Que pinche verguenza la de dianamarca al decir que somos como ellos... yo votare por ,0,0
14/04/24,1.76E+18,XG, por un no mas gobierno autoritario y menos la marioneta NarcoCandidataClaudia,0,0
14/04/24,3786672552,XG," Se transforma en comunismo y si no retrocedemos seremos Venezuela. Pero la los aplausos del populismo son por hambre aunque no todos. Es lo que vende, muchos programas sociales.",0,0
14/04/24,42097339,XG," No te preocupes Dona Holanda. con la que hagas al rato , se olvidan de esta ",1,0
14/04/24,1.67E+18,XG, Madre Aventurera mentamen la Madre yo si quiero votar por el nomas por que se me hace carismatico. Ya hasta lo veo bonito ,2,0
14/04/24,8.95E+17,XG, Si eres wey por no entender que se lo dijo a claudia. Que les esta inventando una fantasia para que chairos pendejos plonasmo se crean todo,0,0
14/04/24,546233187,XG, MiVotoParaXochitl MiVotoParaXochitl ,1,1
14/04/24,1.58E+18,XG, La verdad siempre sale a flote asi que con el favor De Dios seras presidenta,2,0
14/04/24,1.77E+18,XG," Xochitl me atrevo a escribirte esto con respeto. Eres trabajadora, luchona, te la estas rifando la verdad en tu campana y no dudo que seas una mujer de valores y principios, pero parte de la escancia es reconocer tambien y si llevaras todo por reconocimiento mutuo, te iria mejor",2,0
14/04/24,493649667,XG, NarcoCandidataClaudia MiVotoParaXochitl MiVotoParaXochitl,1,1
14/04/24,3714368540,XG, Deberian de hacer dueto y seria un exelente show,2,0
14/04/24,1.61E+18,XG," Que no marcharon diciendo el ine no se toca O era el ine de Lorenzo Cordoba y este ine de hoy si se toca Pues que paso, se toca o no se toca ",0,0
14/04/24,379017586,XG," Creo en tu conviccion de servir, porque es tu fortaleza principal querida Xochitl y por eso me uni a tu proyecto, porque me identifico contigo, vamos a ganar porque QUEREMOS recuperar el valor MiVotoParaXochitl ",2,1
14/04/24,1.59E+18,XG," En seguridad empezamos con tu hermana secuestradora, imagina a cuantos les quito la vida, por no pagar rescate.",0,0
14/04/24,1.72E+18,XG, Y ahora no se acuerda del maestro,0,0
14/04/24,1.27E+18,XG, Possss. Hagamosle caso a los chairitos...votemos vs el prianismo ahora morena ,0,0
14/04/24,116339171,XG," Si no te importo que se muriera tu madre, te voy importar yo un guey que tiene anos y no tiene un patrimonio ",0,0
14/04/24,1.76E+18,XG," Lo peor de esta candidata es que aun conociendo la pobreza, quiere que los apoyos sean temporales, privatizar la salud, la educacion, Esas comunidades ni siquiera saben que existen medicos privados",0,0
14/04/24,1.76E+18,XG," quiere volver a darle su pension a A sacar a todas las ratas y huevones del gobierno viva la t,a votar por morena XochitlGalvezPresidenta ",0,0
14/04/24,1.49E+18,XG, A chinga hicieron millonario al y no se diga a y no se diga a y a etc etc etc que si aplicaran como deben el presupuesto se diria otra cosa pero que tal sus cuentas de banco,0,0
14/04/24,1.01E+18,XG, por eso ,1,0
14/04/24,1.77E+18,XG," Solo falta que prometa que llovera todos los dias si pa prometer son buenos, pero para cumplir",0,0
14/04/24,1.50E+18,XG, Mochitl ya llegale alv con tus mmdas . Nadie te cree nada.,0,0
14/04/24,84502701,XG, Por algo es la ,2,0
14/04/24,1.07E+18,XG, Creo que deben checar otros metros pues tienes que subir un buen,1,0
14/04/24,2213359244,XG," La corrupcion, la tranza, el robo, no es de una Institucion abstracta, es por personas y que por pertenecer a un partido, no son castigados, Castiguemos a los politicos corruptos con mayor rigidez Pues es dinero del pueblo y al final son rateros sea del partido que sea.",0,0
14/04/24,76568151,XG," Le hice preguntas y ninguna respondio, entonces quien esta falto de argumentos",0,0
14/04/24,111071950,XG, Si no va hablar Enrique. La esencia de Xochitl con la elocuencia y claridad del proyecto de la coalicion de Enrique.,1,0
14/04/24,1.08E+18,XG," Puras cosas irrelevantes Grave tener cuentas en paraisos fiscales, grave ser la responsable de casi muertes por no dar mantenimiento a un medio de transporte, eso es grave.",0,0
14/04/24,1.11E+18,XG,La gestion del agua es uno de los grandes problemas nacionales y una descarnada faceta de la lucha de clases. La irracionalidad capitalista dirige el vital liquido a las necesidades de los monopolios y fomenta su privatizacion. Estas propuestas no son une verdadera solucion... ,0,0
14/04/24,259575021,XG,"DESDE BASTION se presento preocupada en por el supuesto abandono al y la grave situacion de que afecta a familias, criticando asi al Gobierno Federal. ",0,0
14/04/24,1.23E+18,XG, Miseria ,1,0
14/04/24,1.46E+18,XG, Si hubieras estado tu en lugar de X a pesar de tu Pri estaria votando por ti.,0,0
14/04/24,1.75E+18,XG, Pero les fallo. Valieron madre los hijos solo les queda el dinero,0,0
14/04/24,72359005,XG, Estas bien pendej Max ,0,0
14/04/24,623277656,XG,"Mi voto es por Xochitl Por la vida, la verdad y la libertad. ",2,1
14/04/24,1.56E+18,XG," Con estos desafortunados comentarios estas acabada esta es tu verdadera personalidad tipico de los miserables Mexico no te quiere impresentable por cierto, tu tambien ya acabaste tu vida, ya deja de xingar ",0,0
15/04/24,602140112,XG,Te hablan ,1,0
15/04/24,1.46E+18,XG," Esto ya nadie lo para, Mazatlan es de ",0,0
15/04/24,138176144,XG," Pobre y pendejo analfabeta funcional, solo buscas hueso, pobre perro",0,0
15/04/24,484301575,XG, No entiendo de donde sacaron esas encuestas por favor asista a un evento de y note la diferencia de los eventos de la oposicion.,0,0
15/04/24,1.09E+18,XG,NOS QUIERE GOBERNAR EL ,0,0
15/04/24,1.66E+18,XG, Bot tu pvta madre animal,0,0
15/04/24,1.73E+18,XG," Ni loco votar por los ratas del PRIAN son lo peor, la peor forma de gobierno los narcoprianistas, eso quisieran pero Mexico ya cambio ya desperto y no nos enganaran, tomaremos las armas si vuelven ustedes para sacarlos del gobierno y del pais. Asi de peladas como la vez KENIA",0,0
15/04/24,1.64E+18,XG, ASI O MAS ARRASTRADA,0,0
15/04/24,7.85E+17,XG, Hay senora Ya no diga nada,0,0
15/04/24,2409890616,XG, MiVotoParaXochitl NarcoCandidataClaudia,1,1
15/04/24,175136318,XG, Ahora dilo sin llorar ,1,0
15/04/24,1.76E+18,XG," Y cuando el dice que es mentira que faltan medicamentos de ninos con cancer, no lo hace verse por decir poco inhumano Pon ese video tambien.",0,0
15/04/24,8.83E+17,XG," Te refieres al uso faccioso del PJF, de parte de la derecha Te refieres a los medios de comunicacion, apoyando a Te refieres al dinero invertido en campanas de bots, con el famoso narco presidente Te refieres a los recursos emitidos de EUA",0,0
15/04/24,1.46E+18,XG, Pero a chingar a su madre,0,0
15/04/24,1.66E+18,XG, Se Equivocan CHAYOTEROS LAME SUELAS DE RICHI EL USURERO Y EVASOR DE IMPUESTOS NO TENGO IDEA DE CUANTO LES PAGUE PERO LO QUE SI SE ES QUE USTEDES LAME SUELAS NO TIENEN DIGNIDAD SON COMO UNOS PERRITOS FALDEROS DE CIRCO UNA DISCULPA PARA ESAS ADORABLES MASCOTAS ANOS MAS SIN... ,0,0
15/04/24,982738848,XG, Todo bien en las caballerizas,1,0
15/04/24,157050133,XG, Tantos anos en puestos importantes en la politica y vienes ahora a decir esto Cuanto te fuiste a Estados Unidos no te pusiste el huipil Tu le has dicho infinidad de cosas al presidente a la Dra Claudia Puro bla bla bla Y las PROPUESTAS ,0,0
15/04/24,1.69E+18,XG,"Echa un vistazo al video de Santy recibiran moches, d este logo d la corrupta q permitieron REGISTRO D ESTA LADRONA Q NAVEGA CON BANDERA D PENJA PERO ES UNA CRIMINAL NATA LA ",0,0
15/04/24,181040788,XG,"El viejo truco de apelar a la lastima como ultimo recurso. Me dijo mandilon, me dijo mariquita Francisco Labastida Que si estoy gorda, que si tengo los dientes chuecos Botarga Galvez Jajajajajajajajajajajajajajajajajaja ",0,0
15/04/24,1.77E+18,XG, Otra mentira mas caballona no te cansas,0,0
15/04/24,1.69E+18,XG, El mio tambien. MiVotoParaXochitl,1,1
15/04/24,1.63E+18,XG," pues tu sigues libre, cabeza de vaca, , , solo falta que nombren pluri a Rosario roblez ",0,0
15/04/24,1.78E+18,XG, ＮＵＤＥＳ ＩＮ ＢＩＯ,1,0
15/04/24,7.92E+17,XG, Yo tambien creo y asi sera,1,0
15/04/24,76849634,XG, ay ya para que escojen a una candidata tan anodina y pendxa... jajajajaja dejen de chillar huevones,0,0
15/04/24,589264350,XG," Ha ha ok tu hermana en la carcel porque estaba en una banda de secuestradores, asesinaban etc. Tu tio portaba una arma de fuego afuera del palacio nacional. Tu hijo borracho, despota, clasista, homofobico etc. Tu hija tiene dos Curp. Con eso es suficiente para no votar por ti",0,0
15/04/24,1.61E+18,XG, Por el BIENESTAR de Mexico yo si apoyo el odio y la division LAS RATAS COGUPTAS DEL A LA VERGA Y LOS SERVIDORES DE LA NACION DE AL PODER P. D. ,0,0
15/04/24,1.19E+18,XG,Ahi en la cara de cada ciudadano les estan diciendo que los de morena son unas sanguijuelas solo van por el esfuerzo de los demas ,0,0
15/04/24,97310690,XG, Aunque te arda morro,0,0
15/04/24,2620789539,XG," Bravoooo, vamos todos ",2,1
15/04/24,1.76E+18,XG, El burro hablando de orejas payasa que eres Xochitl la verdad,0,0
15/04/24,197905066,XG, Xochitl Presidenta ,1,0
15/04/24,1.55E+18,XG, Esa bruta inutil corrupta Xochicles Nunca sera Presidenta ,0,0
15/04/24,8.94E+17,XG, presiona a beneficiados con programa y les solicitan copias de INE por persona o lea daran de baja que dices a esto Si no votan por el verde perderan los apoyos ,0,0
15/04/24,1.15E+18,XG, Xochitl los trae cagados de miedo,0,0
15/04/24,9.94E+17,XG," Chale ninqie fuera Minerva pu te ando con la morena que te encanta, si puro pinche robadoero y todos peleando que un candidato es mejor son puro mugrero tooooodos pero estas endiosada",0,0
15/04/24,1.53E+18,XG, Que esta tambien se la hicieron a alumnos del ITAM,1,0
15/04/24,1.29E+18,XG," Ustedes no estan con ella, quienes estamos somos los ciudadanos, los partidos la dejan sola y sin apoyo",0,0
15/04/24,2549305502,XG, Me vale vrg,0,0
15/04/24,27346903,XG, Tambien papa tartufo y su Pirujina ,1,0
15/04/24,1.49E+18,XG, Jajajaja haz hilo de los corruptos del PRI y pan te reto,1,0
15/04/24,1.22E+18,XG, Si Gracias a Atypical porque estuvo de chillon el senor alazraki,2,0
15/04/24,417560202,XG, A chinga TU Madre,0,0
15/04/24,1.61E+18,XG, Creo que ya hasta maynez esta arriba de Xochitl,0,0
15/04/24,1.77E+18,XG," Votaria por Xochitl Galvez si no estuvieran ustedes , le daria toda la confianza y mi voto ustedes son el verdadero cancer de la sociedad y mas usted",0,1
15/04/24,9.23E+17,XG," La merolica de la polaca pedestre HA DICHO. Y se me callan todos porque si no, se las mandan a sus casas a una visita",0,0
15/04/24,1.13E+18,XG," No pos estarian reconociendo que su macuspano dejo de ser popular y que la desnalagada es mas chingona que el...cuando la realidad es que no hay aparicion en la que no lo mencione, que bueno, porque con las babosadas que ha hecho le esta restando aprobacion con su pueblo bueno",0,0
15/04/24,1.35E+18,XG," Senor disculpeme pero se equivoca rotundamente, la senora vendio gelatinas no sabe cuantas por dia, ya ve que como dice una cosa dice otra. Ahi hizo riqueza y aparte de lo que le daba su hermana por secuestro, pero ella no sabia de donde provenia ese dinero....m",0,0
15/04/24,1.48E+18,XG, Fuente De los deseos ,2,0
15/04/24,1.57E+18,XG,Te rodeas de puro Corrupto es tu circulo vicioso ,0,0
15/04/24,1.58E+18,XG, Jaja te juzgamos por lo que eres una vil miserable mentirosa.,0,0
15/04/24,1.61E+18,XG, Estamos trabajando para llevar al triunfo al PRI y a XOCHIL,2,0
16/04/24,9.36E+17,XG," Claro, el no los tiene y ve que desastre de Gobierno tiene.",0,0
16/04/24,308656752,XG, Yo tengo otros datos.,1,0
16/04/24,2767293543,XG, eres un peligro para ,0,0
16/04/24,1.73E+18,XG," Nunca mejor explicado, felicidades",2,0
16/04/24,1.01E+18,XG," LA HIJA DE MANUEL CLOUTHIER, ESBIRRO DE SALINAS, PRESUME UN LOGRO DEL GOBIERNO DE AMLO PARA TAPAR EL DESASTRE EN SEGURIDAD EN LA CDMX, CAUSADO POR LA EPURIA, LA CORRUPTA FICALIA DE LA CAPITAL DEJO INDEFENSAS A MUJERES QUE AL ULTIMO FUERON VICTIMAS DE FEMINICIDIO",0,0
16/04/24,1.52E+18,XG," RomoRata no tiene dignidad,,, ",0,0
16/04/24,297528057,XG, Jajajajaja se me hace que sus encuestas son tan falsas como ustedes. Patadas de ahogado ,0,0
16/04/24,1.44E+18,XG," . Es un placer estar con la T , la gran mayoria de mexicanos ya sabemos por quien iremos este , seis de seis con morenacopia y pega Viva Mexico",2,0
16/04/24,2240186664,XG," Fuente la mananera, chismes de vecindad, revista Polemon y la isla de la fantasia, ja, ja,ja este Chairo traidor arrastrandose por una migaja, compa nadie te cree. MiVotoParaXochitl ",0,1
16/04/24,1.56E+18,XG," Jaja esa encuesta es como si la hubiera hecho su mama, no mms.",0,0
16/04/24,4711527312,XG,Le confiarias uno de tus hijos a Yo tampoco. Recordar que viene de una familia de delincuentes. ,0,0
16/04/24,81263229,XG, Jajajajaja Que mal le escribieron el libreto despues,0,0
16/04/24,226638262,XG, Bien peludos los que gritan no nos representan jajajaja porros malpagados de Morena ,0,0
16/04/24,15349142,XG, Morena Jalisco anda encendiendo la mecha. Se puede repetir del otro lado. Aguas.,0,0
16/04/24,112495216,XG, Este naquit quien es ,0,0
16/04/24,1.54E+18,XG,"Y que conste que los estudiantes de la no se distinguen por ser de izquierda, es mas ni siquiera llegan a Progres. Que estara pasando en la campana de ",0,0
16/04/24,1.05E+18,XG, A mis millones de seguidores victimas de la desinformacion les platico comunico hago saber que los resentidos chairos ante la caida de su candidata usaran su vieja arma que es la calumnia,0,0
16/04/24,161918942,XG, Y usted como anda en materia fiscal,1,0
16/04/24,1.55E+18,XG," Felicidaded a la Mama de NarcoCandidataClaudia pero lo unico en que fallo la mama de Shitboom fue en no haber abortado, la misma NarcoCandidataClaudia esta a favor del aborto, una agran oportunidad perdida para hacerle bien a Mexico",0,0
16/04/24,581260914,XG, de veritas que no se ha robado nada de veras de veritas.. No pues asi ni como dudar de su palabra cierto,0,0
16/04/24,2611491960,XG, La Botarga desesperada porque no levanta ,0,0
16/04/24,1.45E+18,XG," Por eso pendeja, trabajas de joven para ganarte la comida cuando eres joven y de cuando ya no puedes trabajar, y en Mexico mucha gente trabajo en la inforalidad pero su trabajo si impactaba en la economia del pais",0,0
16/04/24,1.78E+18,XG, Tan mustia...a leguas c le ve la falsedad Su cara no refleja mas q hipocresia,0,0
16/04/24,931225236,XG,Yo tambien le apuesto pesos al presidente a que gana las elecciones. Mis contra los que trae en su cartera. ,1,0
16/04/24,208696011,XG," Jorge Castaneda fue junior rojo amigo de Fidel, hizo sus practicas comunistas, le sabe a la guerra puerca. No sabe de conviccion ideologica ni lealtades, solo del billete y el chayote. ",0,0
16/04/24,150680338,XG, Y si se vuelve de Morena y se le quita lo Corrupta e ignorante magicamente,1,0
16/04/24,146459351,XG, Amen,1,0
16/04/24,9.93E+17,XG,"Atrevanse a ver la diferencia, es decente y honesta ",2,0
16/04/24,2458991408,XG, Version mas completa. Se les invita a votar por ,1,0
16/04/24,143592261,XG, Claudia sin el mesias no existe..... Son tan basicos.....,0,0
16/04/24,1.39E+18,XG, Va MiVotoParaXochitl,1,1
16/04/24,354351731,XG," No seas hocicona, hoy el dinero llega directo a las madres y padres.. ellos eligen a donde llevar a los chamacos cerraron la posibilidad de las futuras ABC, que se salina con la suya aun despues de crimenes infames contra los ninos. ",0,0
16/04/24,1.05E+18,XG, Es mejor tener asesores a cuentas en paraisos fiscales,1,0
16/04/24,1.53E+18,XG,Ningun agresor al poder Advirtio cero impunidad a quienes violenten mujeres ,0,0
16/04/24,106475022,XG, Ahora digalo sin llorar y sin gritonear como ya es su costumbre ,1,0
16/04/24,544139123,XG, Palero palero palero FUERA COCHIL FUERA FUERA FUERA,0,0
16/04/24,1.02E+18,XG, El hueso que busca la con Morena no es gratis,0,0
16/04/24,1.27E+18,XG,Ahora resulta que quieren encarcelar a la ministra y por una sarta de delitos que ni al caso. Los no van ganando como presumen. Estos piojos no van aceptar la derrota.,0,0
16/04/24,1.59E+18,XG, Seguramente continuara con el programa de las mananeras,1,0
16/04/24,4019785583,XG," Como el Pejestorio, decenas de anos para recibirse y solo anda de porro.",0,0
16/04/24,8.24E+17,XG," No. en pereza, gorron, rata corrupto, Citlali Hernandez, cobra pero no asiste al senado, o solo va a registrar sun entrada y se va",0,0
16/04/24,144340365,XG, Y a la UdG no le mandas saludos Ya vi como te fue. Fue hermoso escuchar fuera Xochitl ,1,0
16/04/24,1.69E+18,XG," Supe por ahi que los mandaron a hacer ese escandalo, no saben ni por que estan ahi, terminan de gritar y se termina su movimiento",0,0
16/04/24,1.39E+18,XG," jajajajajajaja jajajajajajaja jajajajajajaja ridicula te corrieron a la chingada y andas presumiendo esto,que pena das xochilt quieres gobernar un pais y no puedes gobernar a tus hijos granjeros de bots..",0,0
16/04/24,2861265690,XG, Por que no dice como la corrieron ,0,0
16/04/24,379599963,XG, Pues ojala y tengas razon y la gente en Tabasco mande a CHSM a MORENA,0,0
16/04/24,929262720,XG,La de Suda corrupcion por cada uno de sus pusilanimes poros ,0,0
16/04/24,7.43E+17,XG, Porque tanto ardor y violencia,0,0
16/04/24,424800415,XG," Vease a un espejo y trate de descifrar sus limitaciones, por favor no se tenga lastima, es el peor de los sentimientos",0,0
16/04/24,1.36E+18,XG, Xochitl Galvez se ha ganado a pulso el repudio del pueblo. ,0,0
16/04/24,1624356199,XG," Y ahi votaran por Maynez, supongo.",1,0
16/04/24,143140764,XG, Jajajajajajjajaa Quien se hunde solo Jajajajajajaja ,0,0
16/04/24,1.63E+18,XG, Si claro... ,1,0
16/04/24,1.36E+18,XG, La humanidad aun tiene esperanzas. ,2,0
16/04/24,1.47E+18,XG," Y Garcia Marquez,lo volvio a confirmar. Aqui la curiosidad y el morbo . De las encuestas aterrizadas . Con cuantos votos,Claudia barrera.. Estaremos a la espectativa...",1,1
16/04/24,93684530,XG, Y te recuerdo que ademas de tirar KK por donde va tambien se burlo del supuesto acento de Claudia. Karma le llaman.,0,0
16/04/24,51084711,XG," Si usted que lee este escrito, tiene o conoce a un enfermo o lesionado pongo a sus ordenes mis conocimientos desde en alternativas naturales, probadas desde entonces todos los dias en personas de Mexico y USA y ademas gratis la asesoria para saber que hacer para estar bien ",1,0
16/04/24,327519938,XG," Yo te digo, la senora solo se mueve por dinero Has notado que no hay publicidad, espectaculares, pendones, publicidad en el metro de la senora X Adivina a donde fue a parar el dinero para ello Segun los partidos que la apoyan le dieron , millones de pesos. Echale cuentas",0,0
16/04/24,499523069,XG, y tu voto a favor no lo vemos,1,1
16/04/24,1.75E+18,XG, Y entonces Por que anticipan anular la eleccion,1,0
16/04/24,590177317,XG, Es que solo asi piensa que van a ganar pero no le guste o no tendremos a una Dra por presidenta y no una persona inutil ,0,0
17/04/24,9.35E+17,XG," Pregunta seria, se puede confiar en cuando tiene como asesor en a un CORRUPTAZO como Mas impunidad no creo que me contestes pero debe leer e informarse",0,0
17/04/24,9.43E+17,XG, Persistente ,1,0
17/04/24,1.05E+18,XG,MiVotoParaXochitl XochitlPresidenta ,1,1
17/04/24,1.71E+18,XG," Dime con quien andas y te dire quien eres, gobernar para todos y todas ",1,0
17/04/24,1.00E+18,XG, Esplendido pero a que se debe que dejaran colgado de la brocha a cabeza de buey Y si es asi ps les faltan dos panuchos empezando por Canayin que sigue haciendo sus videos lelos oculto de la ley.,0,0
17/04/24,1.78E+18,XG," Xochitllllllll, ya expresate sobre el responsable de tu programa de seguridad, Cabeza de Vaca",0,0
17/04/24,116814700,XG," PRD, deberia integrar a ciudadanos, hay muchos que pudieron hacer un buen papel.",2,0
17/04/24,381733350,XG," Duda, A cuanto te pagan por mentira que sale de tu cabeza e imprimes en cada tuit Neta, no concibo que realmente te creas tus mentiras sino es porque te paguen una buena lana. Das pena neta. Lo bueno es que ya se largan. Bola de corruptos.",0,0
17/04/24,2588016776,XG, Mejor preocupate por la obesa morbida de tu partido que nunca va,0,0
17/04/24,1.46E+18,XG, no desfallezcas. Los ciudadanos te queremos bien. ,2,0
17/04/24,3191703984,XG, SOLO LOS PRIANISTAS Y EL SACO DE PUS DE VOTARAN POR LA COCHI GALVEZ NO MAS PARASITOS Y ESCORIA PRIANISTAS ,0,0
17/04/24,130960533,XG, con ,1,0
17/04/24,317388172,XG, Jajajajajajajajajajajajjajajajajajajjaa jajajajajajajajaja arriba la esperanza,2,0
17/04/24,7.49E+17,XG,Con y el fortalecemos la marca Mexico para fortalecer nuestro sentido de identidad y para promover nuestra imagen en el exterior. ,2,1
17/04/24,1.52E+18,XG, Panza y cabeza de vaca,0,0
17/04/24,1.69E+18,XG," Te la ganaste, pinche vividor del bienestar ",0,0
17/04/24,1.28E+18,XG," El dinero de los trabajadores no se toca, las AFORES NO SE TOCAN Partido morena ",0,0
17/04/24,1.70E+18,XG, Si es tan corrupta porque no la abraza el presidente Necesita ser asesina para que la ame,0,0
17/04/24,7.12E+17,XG," Salvan a el otro profugo de la justicia, Ricardo Canallin Anaya, el pillo que se enriquece en Mexico y se lo gasta en EEUU, ahi si todos felices en el patio vecino",0,0
17/04/24,97343716,XG," Cual es la calidad moral de esta personita para llamar TRAMPOSOS y CORRUPTOS a quien sea Cobarde narcoexpresidente llego a la presidencia por medio de fraude electoral, la diputada no declaro la casa que le vendio seudoingeniera ",0,0
17/04/24,1.59E+18,XG,"No se necesita ser un genio para darse cuenta que quienes mantenian a los mexicanos sometidos , humillados , robados estafados, defraudados , son los mismos que ahora por medio de quieren regresar al poder ",0,0
17/04/24,1.29E+18,XG,Escuchando a ,1,0
17/04/24,1.65E+18,XG, ni aliados lograron mantener su barco de la corrupcion encabezado por ,0,0
17/04/24,82630930,XG, De que sirve que la gelatina haya votado a favor cuando usted y toda esa bola de corruptos que arrastra los quieren quitar,0,0
17/04/24,308189808,XG,"Dificilmente me equivoco guardare este tuit GANA Presidencia alcaldia MTY SAN NICOLAS SAN PEDRO APODACA SANTA CATARINA Hector Castillo, GUADALUPE Arturo Benavides, JUAREZ Fco Trevino, los relevantes",1,0
17/04/24,1.06E+18,XG, Oi esa mamada ,0,0
17/04/24,567711670,XG, Jajajaja me enca ta su optimismo XRD disfrazado de jamas volveran del cuentes y cincos hipocrtas BASTA DE ROBARLE A LOS MEXICANOS,0,0
17/04/24,1.45E+18,XG, Para que termine esta pesadilla. MiVotoParaXochitl ,1,1
17/04/24,9.28E+17,XG, Vamos Vamos Vamos Vamos Vamos Vamos Vamos Vamos ,2,1
17/04/24,1.19E+18,XG,Por esta cuestion y muchas mas debemos desaparecer a Morena UN DANO PARA TODOS LOS MEXICANOS Fuera comunistas NarcoCandidataClaudia ,0,0
17/04/24,242673526,XG," NI COMO AYUDARLES, TERNURITAS ",0,0
17/04/24,1.74E+18,XG, No comentaste nada de esto ,0,0
17/04/24,1.60E+18,XG, Ignorante,1,0
17/04/24,1.18E+18,XG," Pen deja tu PM, eres un retrasado, pen dejo, hipocrita, mentiroso, HDTPM. Una mierd de persona, traidor a la patria, cerdo inmundo",0,0
17/04/24,1.51E+18,XG, Y sin gelatinas no es nada ,1,0
17/04/24,1.60E+18,XG, Que se puede esperar de algunos elementos de la guardia civil si tienen al jefe maximo general Ortega que es un raterazo que solo esta haciendo negocio para su beneficio en Michoacan,0,0
17/04/24,1100175218,XG," Los afores tienen dueno,aunque segun tu sea para fines nobles de todos modos sigue siendo robo, como el dinero d fideicomisos tus diputados y senadores te ayudan a robar. SIN DUDAR VOTAREMOS POR PRI, PAN, PRD en todo ",0,0
17/04/24,1.78E+18,XG, El que mucho se despide .,1,0
17/04/24,1.61E+18,XG, Y tu le robaste a tu pap,0,0
17/04/24,1.75E+18,XG," Estimado, estoy preocupado. Estoy en el ambito academico y me estoy dando cuenta de que la pendejda del patrimonio a los anos ha tenido mas impacto del que se percibe en varios sectores de la sociedad. Varios indecisos se han pronunciado por Maynez a partir de eso. MUCHOS.",0,0
